ID	Language_ID	Reference_ID	DomainOfKnowledge	BasicInformationType	Status
stan1295-293	stan1295	Kohler-1991-terminal_intonation_patterns_in	Phonology		computed
stan1295-294	stan1295	Kohler-1995-einfuhrung_in_die_phonetik	Phonology		computed
stan1295-295	stan1295	Konerding-2004-wolfgang_j_koschnick_management	Lexicon	Dictionary	computed
stan1295-296	stan1295	Konerding-2005-handbuch_der_deutschen_konnektoren	Grammar	Reference Grammar	computed
stan1295-297	stan1295	Konrad-2013-the_lexical_structure_of	Grammar	Grammar Sketch	computed
stan1295-298	stan1295	Kosta-2006-on_free_word_order	Grammar	Grammar Sketch	computed
stan1295-299	stan1295	Kraehenmann-2003-swiss_german_vowel_length	Phonology		computed
stan1295-300	stan1295	Kraiss-2012-determiner_phrase_and_definiteness	Grammar	Grammar Sketch	computed
stan1295-301	stan1295	Kramer-2011-klappenbachsteinitz_worterbuch_der_deutschen	Lexicon	Dictionary	computed
stan1295-302	stan1295	Krause-1999-two_notes_on_prenominal	Grammar	Grammar Sketch	computed
stan1295-303	stan1295	Krenn-2008-description_of_evaluation_resource	Grammar	Reference Grammar	computed
stan1295-304	stan1295	Kresić-2017-chapter_8_a_format	Grammar	Reference Grammar	computed
stan1295-305	stan1295	Kunz-2013-towards_a_comparison_of	Text		computed
stan1295-306	stan1295	Kutscher-2007-nonverbale_pradikation_in_der	Grammar	Grammar Sketch	computed
stan1295-307	stan1295	Kuzla-2010-compensation_for_assimilatory_devoicing	Grammar	Grammar Sketch	computed
stan1295-308	stan1295	Kučera-1968-a_comparative_quantitative_phonology	Phonology		computed
stan1295-309	stan1295	König-1988-clause_integration_in_german	Grammar	Grammar Sketch	computed
stan1295-310	stan1295	König-1990-adverbien_und_partikeln_ein	Lexicon	Dictionary	computed
stan1295-311	stan1295	Kügler-2009-sentence_length_position_and	Grammar	Grammar Sketch	computed
stan1295-312	stan1295	Lambek-2000-type_grammar_meets_german	Grammar	Reference Grammar	computed
stan1295-313	stan1295	Langer-1998-werner_abraham__elly	Grammar	Reference Grammar	computed
stan1295-314	stan1295	Lapshinova-Koltunski-2010-german_clauseembedding_predicates	Grammar	Grammar Sketch	computed
stan1295-315	stan1295	Lederer-1969-reference_grammar_of_the	Grammar	Reference Grammar	computed
stan1295-316	stan1295	Lee-Schoenfeld-2007-beyond_coherence_the_syntax	Grammar	Reference Grammar	computed
stan1295-317	stan1295	Lee-Schoenfeld-2016-the_syntax_of_external	Grammar	Reference Grammar	computed
stan1295-318	stan1295	Legère-1973-contrastive_sketch_of_postnominal	Grammar	Grammar Sketch	computed
stan1295-319	stan1295	Lehn-1957-rosental_low_german_synchronic	Phonology		computed
stan1295-320	stan1295	Lehn-1957-rosenthal_low_german_synchronic	Phonology		computed
stan1295-321	stan1295	Lehr-2004-zeitgeschichtliches_worterbuch_der_deutschen	Lexicon	Dictionary	computed
stan1295-322	stan1295	Lettner-2013-uwe_quasthoff_sabine_fiedler	Lexicon	Dictionary	computed
stan1295-323	stan1295	Lindauer-2002-how_syllable_structure_affects	Grammar	Grammar Sketch	computed
stan1295-324	stan1295	Lindtner-2008-aufgabe__desiderate_	Grammar	Grammar Sketch	computed
stan1295-325	stan1295	List-2020-towards_a_refined_wordlist	Lexicon	Dictionary	computed
stan1295-326	stan1295	List-2021-using_edictor_20_to	Lexicon	Wordlist	computed
stan1295-327	stan1295	Lobin-1989-a_dependency_syntax_of	Grammar	Reference Grammar	computed
stan1295-328	stan1295	Loch-2005-kleines_worterbuch_tetum_	Lexicon	Dictionary	computed
stan1295-329	stan1295	Lockwood-1968-historical_german_syntax	Grammar	Reference Grammar	computed
stan1295-330	stan1295	Lohnstein-2004-inflectional_morphology_and_sentence	Grammar	Grammar Sketch	computed
stan1295-331	stan1295	Louden-1992-language_contact_and_the	Genealogy	Affiliation	computed
stan1295-332	stan1295	Lutz-2004-et_parasitic_gaps_and	Grammar	Grammar Sketch	computed
stan1295-333	stan1295	Lutz-2010-word_accent_position_and	Genealogy	Affiliation	computed
stan1295-334	stan1295	Lutzeier-1991-major_pillars_of_german	Grammar	Reference Grammar	computed
stan1295-335	stan1295	Lötscher-2009-katrin_axel_studies_on	Grammar	Reference Grammar	computed
stan1295-336	stan1295	Lühr-2009-translating_information_structure_a	Grammar	Grammar Sketch	computed
stan1295-337	stan1295	Mannheimer-1853-the_study_of_german	Grammar	Reference Grammar	computed
stan1295-338	stan1295	Marusch-2012-tense_morphology_in_german	Grammar	Grammar Sketch	computed
stan1295-339	stan1295	Marzouk-2021-german_light_verb_construction	Grammar	Reference Grammar	computed
stan1295-340	stan1295	Max-2008-dimensions_of_discourse_presuppositions	Grammar	Grammar Sketch	computed
stan1295-341	stan1295	Maylor-2002-lexical_template_morphology_change	Grammar	Grammar Sketch	computed
stan1295-342	stan1295	McFadden-2006-german_inherent_datives_and	Grammar	Grammar Sketch	computed
stan1295-343	stan1295	McIntyre-2001-german_double_particles_as	Grammar	Grammar Sketch	computed
stan1295-344	stan1295	McIntyre-2002-verbsecond_and_backformations_and	Grammar	Reference Grammar	computed
stan1295-345	stan1295	McLelland-2014-language_description_prescription_and	Grammar	Reference Grammar	computed
stan1295-346	stan1295	Meinhold-1982-phonologie_der_deutschen_gegenwartssprache	Phonology		computed
stan1295-347	stan1295	Meurers-1999-lexical_generalizations_in_the	Grammar	Reference Grammar	computed
stan1295-348	stan1295	Meurers-2000-lexical_generalizations_in_the	Grammar	Reference Grammar	computed
stan1295-349	stan1295	Meyer-1993-compound_comprehension_in_isolation	Grammar	Grammar Sketch	computed
stan1295-350	stan1295	Miao-2005-loanword_adaption_in_mandarin	Phonology		computed
stan1295-351	stan1295	Micelli-2012-field_topology_and_information	Grammar	Grammar Sketch	computed
stan1295-352	stan1295	Moltmann-1990-syllabification_and_lexical_phonology	Phonology		computed
stan1295-353	stan1295	Muthmann-1991-rucklaufiges_deutsches_worterbuch_handbuch	Lexicon	Dictionary	computed
stan1295-354	stan1295	Mücke-2008-the_vowel_triggers_the	Phonology		computed
stan1295-355	stan1295	Müller-1996-early_subordination_the_acquisition	Grammar	Grammar Sketch	computed
stan1295-356	stan1295	Müller-1996-yet_another_paper_about	Grammar	Grammar Sketch	computed
stan1295-357	stan1295	Müller-1997-yet_another_paper_about	Grammar	Grammar Sketch	computed
stan1295-358	stan1295	Müller-1999-deutsche_syntax_deklarativ_headdriven	Grammar	Reference Grammar	computed
stan1295-359	stan1295	Müller-1999-parsing_of_an_hpsg	Grammar	Reference Grammar	computed
stan1295-360	stan1295	Müller-2002-syntax_or_morphology_german	Grammar	Reference Grammar	computed
stan1295-361	stan1295	Müller-2003-solving_the_bracketing_paradox	Grammar	Grammar Sketch	computed
stan1295-362	stan1295	Müller-2004-das_worterbuch_der_deutschen	Lexicon	Dictionary	computed
stan1295-363	stan1295	Müller-2015-german_a_grammatical_sketch	Grammar	Grammar Sketch	computed
stan1295-364	stan1295	Müller-2016-german_clause_structure_an	Grammar	Grammar Sketch	computed
stan1295-365	stan1295	Müller-2017-german_clause_structure_an	Grammar	Grammar Sketch	computed
stan1295-366	stan1295	Müller-2017-redundancy_effects_in_discourse	Grammar	Grammar Sketch	computed
stan1295-367	stan1295	Müller-2019-german_a_grammatical_sketch	Grammar	Grammar Sketch	annotated
stan1295-368	stan1295	Müller-2021-german_clause_structure_an	Grammar	Grammar Sketch	computed
stan1295-369	stan1295	Müller-2023-german_clause_structure_an	Grammar	Grammar Sketch	computed
stan1295-370	stan1295	Neef-1998-a_case_study_in	Grammar	Grammar Sketch	computed
stan1295-371	stan1295	Neef-2005-the_relation_of_vowel	Phonology		computed
stan1295-372	stan1295	Nekvapil-2000-on_nonselfevident_relationships_between	Genealogy	Affiliation	computed
stan1295-373	stan1295	Nerbonne-1986-a_phrasestructure_grammar_for	Grammar	Reference Grammar	computed
stan1295-374	stan1295	Nerbonne-1994-german_in_headdriven_phrase	Grammar	Reference Grammar	computed
stan1295-375	stan1295	Netter-1991-clause_union_phenomena_and	Grammar	Grammar Sketch	computed
stan1295-376	stan1295	Neumann-1996-the_dative_and_the	Grammar	Reference Grammar	computed
stan1295-377	stan1295	Neumann-2004-the_conventionalization_of_the	Grammar	Grammar Sketch	computed
stan1295-378	stan1295	Nielsen-2015-the_vowel_systems_of	Phonology		computed
stan1295-379	stan1295	Niemann-2015-effects_of_phrasal_position	Grammar	Grammar Sketch	computed
stan1295-380	stan1295	Niemeier-2008-making_progress_simpler_applying	Grammar	Reference Grammar	computed
stan1295-381	stan1295	Noehden-1800-german_grammar_adapted_to	Grammar	Reference Grammar	computed
stan1295-382	stan1295	Noelliste-2017-the_phonology_of_sonorants	Phonology		computed
stan1295-383	stan1295	O'Brien-2016-german_phonetics_and_phonology	Phonology		computed
stan1295-384	stan1295	Olsen-1989-agreement_in_the_german	Grammar	Grammar Sketch	computed
stan1295-385	stan1295	Osborne-2006-shared_material_and_grammar	Grammar	Reference Grammar	computed
stan1295-386	stan1295	Otto-1864-german_grammar_combined_with	Grammar	Reference Grammar	computed
stan1295-387	stan1295	Ozolin-1935-latviskivaciska_un_vaciskilatviska_vardnica	Lexicon	Dictionary	computed
stan1295-388	stan1295	Palmer-1950-the_influence_of_english	Lexicon	Wordlist	computed
stan1295-389	stan1295	Pam-1979-problems_in_the_description	Grammar	Reference Grammar	computed
stan1295-390	stan1295	Pankau-2013-replacing_copies_the_syntax	Grammar	Reference Grammar	computed
stan1295-391	stan1295	Pankau-2014-replacing_copies_the_syntax	Grammar	Reference Grammar	computed
stan1295-392	stan1295	Pankau-2018-the_structure_of_approximative	Grammar	Grammar Sketch	computed
stan1295-393	stan1295	Paraschkewow-2006-auf_der_spur_der	Phonology		computed
stan1295-394	stan1295	Park-1981-the_development_of_syntax	Grammar	Reference Grammar	computed
stan1295-395	stan1295	Pecht-2021-language_contact_in_a	Grammar	Grammar Sketch	annotated
stan1295-396	stan1295	Penke-2004-regular_and_irregular_inflectional	Grammar	Grammar Sketch	computed
stan1295-397	stan1295	Penner-1991-main_clause_phenomena_in	Grammar	Grammar Sketch	computed
stan1295-398	stan1295	Penner-1995-issues_in_the_syntax	Grammar	Reference Grammar	computed
stan1295-399	stan1295	Peters-2018-phonological_and_semantic_aspects	Phonology		computed
stan1295-400	stan1295	Petrova-2009-information_structure_and_word	Grammar	Grammar Sketch	computed
stan1295-401	stan1295	Petrova-2011-modeling_word_order_variation	Grammar	Grammar Sketch	computed
stan1295-402	stan1295	Petrova-2018-discourse_prominence_and_the	Grammar	Grammar Sketch	computed
stan1295-403	stan1295	Peyer-2010-the_multilingual_reader_advantages	Grammar	Grammar Sketch	computed
stan1295-404	stan1295	Pfau-2007-on_the_syntax_of	Grammar	Reference Grammar	computed
stan1295-405	stan1295	Pfau-2007-the_grammar_of_headshake	Grammar	Reference Grammar	computed
stan1295-406	stan1295	Pfeffer-1984-textkorpora_1_grunddeutsch_texte	Text		computed
stan1295-407	stan1295	Pfeifer-1993-etymologisches_worterbuch_des_deutschen	Lexicon	Dictionary	computed
stan1295-408	stan1295	Pilch-1980-basel_german_a_challenge	Phonology		computed
stan1295-409	stan1295	Pittner-2004-where_syntax_and_semantics	Grammar	Reference Grammar	computed
stan1295-410	stan1295	Plank-2000-morphological_reactivation_and_phonological	Phonology		computed
stan1295-411	stan1295	Plank-2003-morphological_reactivation_and_phonological	Phonology		computed
stan1295-412	stan1295	Poeppel-1993-the_full_competence_hypothesis	Grammar	Grammar Sketch	computed
stan1295-413	stan1295	Portner-2006-dependent_contexts_in_grammar	Grammar	Reference Grammar	computed
stan1295-414	stan1295	Poschmann-2016-relative_clause_extraposition_and	Grammar	Grammar Sketch	computed
stan1295-415	stan1295	Proost-2007-conceptual_structure_in_lexical	Grammar	Grammar Sketch	computed
stan1295-416	stan1295	Pross-2019-what_about_lexical_semantics	Grammar	Reference Grammar	computed
stan1295-417	stan1295	Rankin-2014-variational_learning_in_l2	Grammar	Reference Grammar	computed
stan1295-418	stan1295	Rash-2019-chapter_6_metaphors_of	Grammar	Grammar Sketch	computed
stan1295-419	stan1295	Rathert-2000-morphophonology_of_the_past	Phonology		computed
stan1295-420	stan1295	Rathmann-2003-the_optionality_of_agreement	Grammar	Grammar Sketch	computed
stan1295-421	stan1295	Rauch-2008-the_phonologyparaphonology_interface_and	Phonology		computed
stan1295-422	stan1295	Reich-2008-from_discourse_to_odd	Grammar	Grammar Sketch	computed
stan1295-423	stan1295	Reiffenstein-2004-althochdeutsche_grammatik_i_laut	Grammar	Reference Grammar	computed
stan1295-424	stan1295	Reis-2005-on_the_syntax_of	Grammar	Reference Grammar	computed
stan1295-425	stan1295	Render-1804-a_complete_analysis_or	Grammar	Reference Grammar	computed
stan1295-426	stan1295	Resi-2011-the_position_of_relative	Genealogy	Affiliation	computed
stan1295-427	stan1295	Richter-1998-complementizers_and_finite_verbs	Grammar	Grammar Sketch	computed
stan1295-428	stan1295	Roehrs-2020-the_morphosyntax_of_phrasal	Grammar	Reference Grammar	computed
stan1295-429	stan1295	Roesch-2009-texas_alsatian_henri_castros	Grammar	Grammar Sketch	annotated
stan1295-430	stan1295	Roesch-2012-language_maintenance_and_language	Grammar	Grammar Sketch	annotated
stan1295-431	stan1295	Romero-2017-german_discourse_particles_in	Grammar	Grammar Sketch	computed
stan1295-432	stan1295	Ronneberger-Sibold-1998-phonological_simplification_vs_stylistic	Phonology		computed
stan1295-433	stan1295	Ronneberger-Sibold-2012-blending_between_grammar_and	Grammar	Reference Grammar	computed
stan1295-434	stan1295	Roturier-2006-an_investigation_into_the	Text		computed
stan1295-435	stan1295	Rubba-1996-the_interaction_of_folk	Grammar	Reference Grammar	computed
stan1295-436	stan1295	Russ-1978-historical_german_phonology_and	Grammar	Grammar Sketch	computed
stan1295-437	stan1295	Russ-1982-studies_in_historical_german	Phonology		computed
stan1295-438	stan1295	Russ-1994-the_german_language_today	Grammar	Grammar Sketch	computed
stan1295-439	stan1295	Russell-1985-a_gpsgrammar_for_german	Grammar	Reference Grammar	computed
stan1295-440	stan1295	Rust,_Jr.,_Friedrich-1969-nama_worterbuch_kronlein_redivivus	Lexicon	Dictionary	computed
stan1295-441	stan1295	Röhr-2011-decoding_information_status_by	Genealogy	Affiliation	computed
stan1295-442	stan1295	Salmons-1990-bilingual_discourse_marking_code	Grammar	Grammar Sketch	computed
stan1295-443	stan1295	Salmons-1993-the_structure_of_the	Grammar	Grammar Sketch	computed
stan1295-444	stan1295	Salzmann-2016-displaced_morphology_in_german	Grammar	Grammar Sketch	computed
stan1295-445	stan1295	Salzmann-2017-reconstruction_and_resumption_in	Grammar	Reference Grammar	computed
stan1295-446	stan1295	Salzmann-2019-displaced_morphology_in_german	Grammar	Grammar Sketch	computed
stan1295-447	stan1295	Sanchez-Stockhammer-2011-the_meaningfull_vocabulary_of	Lexicon	Wordlist	computed
stan1295-448	stan1295	Sauerland-1994-german_diathesis_and_verb	Grammar	Grammar Sketch	computed
stan1295-449	stan1295	Savela-2014-weighted_vowel_prototypes_in	Phonology		computed
stan1295-450	stan1295	Sayer-1944-pidgin_english_a_text	Text		computed
stan1295-451	stan1295	Scheffler-2005-syntax_and_semantics_of	Grammar	Reference Grammar	computed
stan1295-452	stan1295	Schelletter-2001-negation_as_a_crosslinguistic	Grammar	Grammar Sketch	computed
stan1295-453	stan1295	Scherpenisse-1986-the_connection_between_base	Grammar	Grammar Sketch	computed
stan1295-454	stan1295	Schiering-2009-from_documentation_to_grammatical	Grammar	Reference Grammar	computed
stan1295-455	stan1295	Schiller-2003-grammatical_feature_selection_in	Grammar	Grammar Sketch	computed
stan1295-456	stan1295	Schleef-2009-a_crosscultural_comparison_of	Grammar	Grammar Sketch	computed
stan1295-457	stan1295	Schneider-2022-9_three_german_discourse	Grammar	Grammar Sketch	computed
stan1295-458	stan1295	Schröer-1907-grieb_chr_frs_dictionary	Lexicon	Dictionary	computed
stan1295-459	stan1295	Schubö-2020-phonetic_content_and_phonological	Grammar	Grammar Sketch	computed
stan1295-460	stan1295	Schuhmacher-1986-verben_in_feldern_valenzworterbuch	Grammar	Reference Grammar	computed
stan1295-461	stan1295	Schulte_im_Walde-2002-a_subcategorisation_lexicon_for	Lexicon	Dictionary	computed
stan1295-462	stan1295	Schulte_im_Walde-2004-identification_quantitative_description_and	Grammar	Reference Grammar	computed
stan1295-463	stan1295	Schumacher-1986-verben_in_feldern_valenzworterbuch	Grammar	Reference Grammar	computed
stan1295-464	stan1295	Schumacher-2004-valbu__valenzworterbuch_deutscher	Lexicon	Dictionary	computed
stan1295-465	stan1295	Schwabe-1842-the_englishmans_first_german	Grammar	Reference Grammar	computed
stan1295-466	stan1295	Schwarz-2020-chapter_5_reduction_and	Phonology		computed
stan1295-467	stan1295	Schäfer-2005-german_adverbial_adjectives_syntactic	Genealogy	Affiliation	computed
stan1295-468	stan1295	Schäfer-2013-positions_and_interpretations_german	Grammar	Reference Grammar	computed
stan1295-469	stan1295	Schäfer-2016-punctuation_and_syntactic_structure	Grammar	Grammar Sketch	computed
stan1295-470	stan1295	Schönenberger-2001-embedded_vtoc_in_child	Grammar	Reference Grammar	computed
stan1295-471	stan1295	Schönpflug-2000-wordfragment_completions_in_the	Lexicon	Dictionary	computed
stan1295-472	stan1295	Scott-2014-the_genitive_phrase_in	Grammar	Grammar Sketch	computed
stan1295-473	stan1295	Shannon-1992-toward_an_adequate_characterization	Grammar	Grammar Sketch	computed
stan1295-474	stan1295	Shaw-2001-synchronic_comparative_phonology_of	Phonology		computed
stan1295-475	stan1295	Shores-1971-a_descriptive_syntax_of	Grammar	Reference Grammar	computed
stan1295-476	stan1295	Siebenhaar-2012-methodological_reflections_on_the	Phonology		computed
stan1295-477	stan1295	Siebenhaar-2014-phonological_and_phonetic_considerations	Phonology		computed
stan1295-478	stan1295	Siepmann-1897-a_public_school_german	Grammar	Reference Grammar	computed
stan1295-479	stan1295	Sippel-2015-teacher_vs_peer_oral	Text		computed
stan1295-480	stan1295	Smolka-2009-when_semantics_means_less	Grammar	Grammar Sketch	computed
stan1295-481	stan1295	Smolka-2014-verstehen_understand_primes_stehen	Grammar	Grammar Sketch	computed
stan1295-482	stan1295	Smolka-2019-when_morphological_structure_overrides	Grammar	Grammar Sketch	computed
stan1295-483	stan1295	Snell-Hornby-1984-the_linguistic_structure_of	Grammar	Grammar Sketch	computed
stan1295-484	stan1295	Soames-1891-an_introduction_to_phonetics	Grammar	Grammar Sketch	computed
stan1295-485	stan1295	Sondrup-2004-aspects_of_german_romantic	Grammar	Grammar Sketch	computed
stan1295-486	stan1295	Speyer-2010-filling_the_german_vorfeld	Grammar	Grammar Sketch	computed
stan1295-487	stan1295	Speyer-2014-the_coding_of_discourse	Grammar	Grammar Sketch	computed
stan1295-488	stan1295	Speyer-2022-discourse_relations_and_the	Grammar	Grammar Sketch	computed
stan1295-489	stan1295	Späth-2008-semantic_contributions_of_the	Grammar	Grammar Sketch	computed
stan1295-490	stan1295	Standwell-1973-on_german_segmental_phonemes	Phonology		computed
stan1295-491	stan1295	Steensig-2005-notes_on_disaligning_yes	Grammar	Grammar Sketch	computed
stan1295-492	stan1295	Stein-2013-a_usage_dictionary_englishgerman	Lexicon	Dictionary	computed
stan1295-493	stan1295	Steinbach-2002-middle_voice_a_comparative	Grammar	Reference Grammar	computed
stan1295-494	stan1295	Steinbauer-1969-concise_dictionary_of_new	Lexicon	Dictionary	computed
stan1295-495	stan1295	Steiner-2001-translations_englishgerman_investigating_the	Text		computed
stan1295-496	stan1295	Steiner-2004-3_metafunctional_profile_of	Grammar	Reference Grammar	computed
stan1295-497	stan1295	Steiner-2022-variation_and_change_in	Grammar	Grammar Sketch	computed
stan1295-498	stan1295	Steinitz-1969-adverbialsyntax	Grammar	Reference Grammar	computed
stan1295-499	stan1295	Stern-1961-essential_german_grammar	Grammar	Reference Grammar	computed
stan1295-500	stan1295	Sternefeld-2009-syntax_eine_morphologisch_motivierte	Grammar	Reference Grammar	computed
stan1295-501	stan1295	Sternefeld-2015-syntax_eine_morphologisch_motivierte	Grammar	Reference Grammar	computed
stan1295-502	stan1295	Steube-2006-the_influence_of_operators	Grammar	Grammar Sketch	computed
stan1295-503	stan1295	Stevenson-1997-the_germanspeaking_world_a	Grammar	Grammar Sketch	computed
stan1295-504	stan1295	Stibbard-2000-is_discourse_intonation_applicable	Grammar	Grammar Sketch	computed
stan1295-505	stan1295	Stielau-1980-nataler_deutsch_eine_dokumentation	Grammar	Grammar Sketch	annotated
stan1295-506	stan1295	Stolterfoht-2004-focus_structure_and_the	Grammar	Grammar Sketch	computed
stan1295-507	stan1295	Stopp-1957-a_manual_of_modern	Grammar	Reference Grammar	computed
stan1295-508	stan1295	Strauss-1856-a_grammar_of_the	Grammar	Reference Grammar	computed
stan1295-509	stan1295	Strauss-1982-lexicalist_phonology_of_english	Phonology		computed
stan1295-510	stan1295	Streadbeck-1974-phrase_structure_rules_for	Grammar	Grammar Sketch	computed
stan1295-511	stan1295	Strecker-1997-grammatik_der_deutschen_sprache	Grammar	Grammar Sketch	computed
stan1295-512	stan1295	Struckmeier-2017-against_information_structure_heads	Grammar	Grammar Sketch	computed
stan1295-513	stan1295	Störzer-2018-is_german_discourseconfigurational_experimental	Grammar	Grammar Sketch	computed
stan1295-514	stan1295	Suchsland-1993-the_structure_of_german	Grammar	Grammar Sketch	computed
stan1295-515	stan1295	Sudhoff-2010-focus_particles_in_german	Grammar	Reference Grammar	computed
stan1295-516	stan1295	Szagun-2006-development_of_vocabulary_and	Grammar	Reference Grammar	computed
stan1295-517	stan1295	Szagun-2007-the_acquisition_of_gender	Phonology		computed
stan1295-518	stan1295	Szczepaniak-2010-jespersens_cycle_in_german	Phonology		computed
stan1295-519	stan1295	Szczepaniak-2014-vowel_and_consonant_epentheses	Phonology		computed
stan1295-520	stan1295	Talibov-2007-buduchskij_jazyk	Grammar	Reference Grammar	computed
stan1295-521	stan1295	Tawfig-1921-turkceden_almancaya_lugat_kitabi	Lexicon	Dictionary	computed
stan1295-522	stan1295	Terborg-1993-elaboration_of_the_modal	Lexicon	Dictionary	computed
stan1295-523	stan1295	Thiele-1991-contrastive_aspects_of_a	Text		computed
stan1295-524	stan1295	Thiersch-1978-topics_in_german_syntax	Grammar	Reference Grammar	computed
stan1295-525	stan1295	Tracy-1986-the_acquisition_of_case	Grammar	Grammar Sketch	computed
stan1295-526	stan1295	Trommer-2021-the_subsegmental_structure_of	Grammar	Grammar Sketch	computed
stan1295-527	stan1295	Trotzke-2017-german_grammar_and_mirativity	Grammar	Reference Grammar	computed
stan1295-528	stan1295	Trotzke-2020-german_discourse_particles_in	Grammar	Grammar Sketch	computed
stan1295-529	stan1295	Truckenbrodt-2005-a_short_report_on	Grammar	Grammar Sketch	computed
stan1295-530	stan1295	Truckenbrodt-2009-comments_on_the_syntax	Grammar	Reference Grammar	computed
stan1295-531	stan1295	Truckenbrodt-2016-some_distinctions_in_the	Grammar	Grammar Sketch	computed
stan1295-532	stan1295	Uhmann-2001-some_arguments_for_the	Grammar	Reference Grammar	computed
stan1295-533	stan1295	Uszkoreit-1987-word_order_and_constituent	Grammar	Grammar Sketch	computed
stan1295-534	stan1295	Vainikka-2011-the_acquisition_of_german	Grammar	Reference Grammar	computed
stan1295-535	stan1295	Valentin-1978-the_simplification_of_the	Phonology		computed
stan1295-536	stan1295	Valin-1980-on_the_distribution_of	Grammar	Reference Grammar	computed
stan1295-537	stan1295	Vancoppenolle-2011-a_german_grammar_for	Grammar	Reference Grammar	computed
stan1295-538	stan1295	Velde-1992-subjectobject_and_coordinate_asymmetries	Grammar	Grammar Sketch	computed
stan1295-539	stan1295	Vennemann-1968-german_phonology	Phonology		computed
stan1295-540	stan1295	Vogel-1995-on_the_absence_of	Genealogy	Affiliation	computed
stan1295-541	stan1295	Vogel-2006-auf_alles_gefasst_sein	Grammar	Reference Grammar	computed
stan1295-542	stan1295	Wahid-1974-chemical_technology_dictionary_english	Lexicon	Dictionary	computed
stan1295-543	stan1295	Wahid-1978-automotive_engineering_dictionary_englishfrendchgermanarabic	Lexicon	Dictionary	computed
stan1295-544	stan1295	Wakisaka-1989-text_construction_in_german	Text		computed
stan1295-545	stan1295	Wangler-1972-physiologische_phonetik_eine_einfuhrung	Phonology		computed
stan1295-546	stan1295	Warneck-1977-tobabatakdeutsches_worterbuch	Lexicon	Dictionary	computed
stan1295-547	stan1295	Wegener-1994-variation_in_the_acquisition	Grammar	Grammar Sketch	computed
stan1295-548	stan1295	Weilbacher-2011-texas_german_discourse_pragmatics	Grammar	Grammar Sketch	computed
stan1295-549	stan1295	Weinert-2004-relative_clauses_in_spoken	Grammar	Grammar Sketch	computed
stan1295-550	stan1295	Weinert-2012-complement_clauses_in_spoken	Grammar	Reference Grammar	computed
stan1295-551	stan1295	Weiss-1974-relationship_of_vowel_length	Phonology		computed
stan1295-552	stan1295	Weisse-1872-a_complete_practical_grammar	Grammar	Reference Grammar	computed
stan1295-553	stan1295	Weissenborn-1994-constraining_the_childs_grammar	Grammar	Reference Grammar	computed
stan1295-554	stan1295	Weiß-2008-the_possessor_that_appears	Grammar	Grammar Sketch	computed
stan1295-555	stan1295	Weiß-2018-the_wackernagel_position_and	Genealogy	Affiliation	computed
stan1295-556	stan1295	Welke-2002-deutsche_syntax_funktional_perspektiviertheit	Grammar	Reference Grammar	computed
stan1295-557	stan1295	Wendeborn-1849-wendeborns_german_grammar	Grammar	Reference Grammar	computed
stan1295-558	stan1295	Wertheim-1841-a_concise_german_grammar	Grammar	Reference Grammar	computed
stan1295-559	stan1295	Wessels-2010-7_dictionary_of_business	Lexicon	Dictionary	computed
stan1295-560	stan1295	Wessels-2010-8_dictionary_of_bank	Lexicon	Dictionary	computed
stan1295-561	stan1295	West-1989-lexical_innovation_in_dasypodius	Lexicon	Dictionary	computed
stan1295-562	stan1295	Whitney-1870-a_compendious_german_grammar	Grammar	Reference Grammar	computed
stan1295-563	stan1295	Wienholz-2021-phonological_priming_in_german	Phonology		computed
stan1295-564	stan1295	Wiese-1994-phonological_vs_morphological_rules	Phonology		computed
stan1295-565	stan1295	Wiese-1996-phonological_versus_morphological_rules	Phonology		computed
stan1295-566	stan1295	Wiese-1996-the_phonology_of_german	Phonology		computed
stan1295-567	stan1295	Wiese-2000-the_phonology_of_german	Phonology		computed
stan1295-568	stan1295	Wiese-2009-the_grammar_and_typology	Grammar	Reference Grammar	computed
stan1295-569	stan1295	Wiesemann-1970-problems_in_the_analysis	Phonology		computed
stan1295-570	stan1295	Wilhelm-2005-the_kung_bushmen_translated	Text		computed
stan1295-571	stan1295	Wilson-1966-some_aspects_of_lockyer	Grammar	Grammar Sketch	annotated
stan1295-572	stan1295	Wiltschko-2013-descriptive_relative_clauses_in	Grammar	Reference Grammar	computed
stan1295-573	stan1295	Winkler-2009-the_acquisition_of_syntactic	Grammar	Grammar Sketch	computed
stan1295-574	stan1295	Winter-2011-the_nature_of_incomplete	Phonology		computed
stan1295-575	stan1295	Wittek-2002-german_childrens_productivity_with	Grammar	Grammar Sketch	computed
stan1295-576	stan1295	Worman-1868-a_complete_grammar_of	Grammar	Reference Grammar	computed
stan1295-577	stan1295	Wright-1907-historical_german_grammar_vol	Grammar	Reference Grammar	computed
stan1295-578	stan1295	Yager-2015-new_structural_patterns_in	Grammar	Reference Grammar	computed
stan1295-579	stan1295	Ziegler-2007-putting_standard_german_to	Grammar	Grammar Sketch	computed
stan1295-580	stan1295	Zifonun-1997-grammatik_der_deutschen_sprache	Grammar	Reference Grammar	annotated
stan1295-581	stan1295	Zubin-1979-discourse_function_of_morphology	Grammar	Grammar Sketch	computed
stan1295-582	stan1295	Zubin-1984-affect_classification_in_the	Genealogy	Affiliation	computed
